id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36341843,17682620,222.0,0.0,2019-02-01,0.72,1,300
36381819,273560024,222.0,0.0,2019-02-01,0.72,1,88
36388748,217557021,222.0,0.0,2019-02-01,0.72,1,180
36396082,237217643,222.0,0.0,2019-02-01,0.72,1,220
36441808,24680496,222.0,0.0,2019-02-01,0.72,1,145
36476675,8636072,222.0,0.0,2019-02-01,0.72,1,260
36484087,274321313,222.0,0.0,2019-02-01,0.72,1,125
36487245,68119814,222.0,0.0,2019-02-01,0.72,1,90
16180783,6338496,162.0,0.0,2019-02-01,0.72,1,85
34779259,44539889,162.0,0.0,2019-02-01,0.72,1,199
16056317,104568045,205.0,0.0,2019-02-01,0.72,1,55
17731370,120906241,205.0,0.0,2019-02-01,0.72,1,80
19743272,138628430,205.0,0.0,2019-02-01,0.72,1,50
28867880,217648807,205.0,0.0,2019-02-01,0.72,1,240
34343028,259282634,205.0,0.0,2019-02-01,0.72,1,130
14024708,83930029,198.5,0.0,2019-02-01,0.72,1,62
35516587,153561136,198.5,0.0,2019-02-01,0.72,1,109
22454537,164549734,342.0,0.0,2019-02-01,0.72,1,300
33765725,253690060,342.0,0.0,2019-02-01,0.72,1,75
34229869,27537930,342.0,0.0,2019-02-01,0.72,1,20
8737468,16934136,345.0,0.0,2019-02-01,0.72,1,65
15476794,99346083,345.0,0.0,2019-02-01,0.72,1,125
15732405,101643312,345.0,0.0,2019-02-01,0.72,2,320
15732919,101643312,345.0,0.0,2019-02-01,0.72,2,149
20556622,48573053,345.0,0.0,2019-02-01,0.72,1,35
22503721,165109723,345.0,0.0,2019-02-01,0.72,1,120
22945122,44695225,345.0,0.0,2019-02-01,0.72,1,38
23978220,180347935,345.0,0.0,2019-02-01,0.72,1,37
31886239,239004977,345.0,0.0,2019-02-01,0.72,1,80
13907229,82469513,162.0,0.0,2019-02-01,0.72,1,85
34076756,73324719,162.0,0.0,2019-02-01,0.72,1,126
35807543,25544585,162.0,0.0,2019-02-01,0.72,1,250
36143214,271844440,162.0,0.0,2019-02-01,0.72,3,139
36175721,271844440,162.0,0.0,2019-02-01,0.72,3,129
36227447,271844440,162.0,1.0,2019-04-07,1.0,3,99
36148417,271885652,162.0,0.0,2019-02-01,0.72,4,159
36177135,271885652,162.0,1.0,2019-05-07,1.0,4,139
36420855,271885652,162.0,0.0,2019-02-01,0.72,4,89
36229420,271885652,162.0,1.0,2019-06-07,1.0,4,99
36253150,43282809,162.0,0.0,2019-02-01,0.72,1,125
36390829,68862521,162.0,0.0,2019-02-01,0.72,1,150
4849266,24950473,158.0,0.0,2019-02-01,0.72,1,50
7664959,40237377,158.0,0.0,2019-02-01,0.72,1,119
7957339,32088026,158.0,0.0,2019-02-01,0.72,1,109
8568363,45094827,158.0,0.0,2019-02-01,0.72,1,100
12344255,66649328,158.0,0.0,2019-02-01,0.72,1,45
14490720,34264721,158.0,0.0,2019-02-01,0.72,1,100
16363328,18329648,158.0,0.0,2019-02-01,0.72,1,40
16808375,4368043,158.0,0.0,2019-02-01,0.72,1,55
18500556,128385204,158.0,0.0,2019-02-01,0.72,1,199
18735563,130319645,158.0,0.0,2019-02-01,0.72,1,30
20482768,35040795,158.0,0.0,2019-02-01,0.72,1,70
24431214,32168079,158.0,0.0,2019-02-01,0.72,3,37
21804933,32168079,158.0,0.0,2019-02-01,0.72,3,50
21881963,32168079,158.0,0.0,2019-02-01,0.72,3,50
21863385,88852894,158.0,0.0,2019-02-01,0.72,1,250
22165797,60365315,158.0,0.0,2019-02-01,0.72,1,45
22175249,161919000,158.0,0.0,2019-02-01,0.72,1,85
25948697,3163428,158.0,0.0,2019-02-01,0.72,1,60
27363454,23341244,158.0,0.0,2019-02-01,0.72,1,64
31362276,18683197,158.0,0.0,2019-02-01,0.72,1,179
31990543,239851275,158.0,0.0,2019-02-01,0.72,1,200
32987477,91018434,158.0,0.0,2019-02-01,0.72,1,25
29902956,224850313,158.0,15.0,2019-02-01,1.86,2,59
33342415,224850313,158.0,0.0,2019-02-01,0.72,2,79
33529806,105270072,158.0,0.0,2019-02-01,0.72,1,125
34364716,2123674,158.0,0.0,2019-02-01,0.72,1,70
34647648,172369331,158.0,0.0,2019-02-01,0.72,10,20
30548591,172369331,158.0,1.0,2019-02-01,0.21,10,29
34413482,172369331,158.0,1.0,2019-02-01,0.75,10,25
34601569,172369331,158.0,1.0,2019-01-06,0.77,10,20
33429492,172369331,158.0,2.0,2019-11-06,1.05,10,25
30377021,172369331,158.0,2.0,2019-01-06,1.15,10,25
30062477,172369331,158.0,5.0,2019-12-06,0.66,10,30
31087023,172369331,158.0,1.0,2019-02-01,0.26,10,40
26440393,172369331,158.0,12.0,2019-01-07,1.07,10,40
29000338,172369331,158.0,6.0,2019-02-01,0.7,10,50
35009785,197368927,158.0,0.0,2019-02-01,0.72,8,20
35004646,197368927,158.0,2.0,2019-05-07,1.43,8,30
33593018,197368927,158.0,3.0,2019-04-07,1.14,8,40
33592928,197368927,158.0,8.0,2019-08-06,2.55,8,40
33592474,197368927,158.0,4.0,2019-07-07,2.26,8,65
33592086,197368927,158.0,5.0,2019-06-07,1.83,8,65
33592650,197368927,158.0,5.0,2019-02-01,2.63,8,65
28031581,197368927,158.0,23.0,2019-02-01,2.88,8,350
35676738,264362310,158.0,0.0,2019-02-01,0.72,1,25
35998531,9484127,158.0,0.0,2019-02-01,0.72,1,300
36168746,272022688,158.0,0.0,2019-02-01,0.72,1,89
36316537,35343897,158.0,0.0,2019-02-01,0.72,1,38
36319154,221179834,158.0,0.0,2019-02-01,0.72,1,40
36424133,52565041,158.0,0.0,2019-02-01,0.72,1,46
36452721,274079964,158.0,0.0,2019-02-01,0.72,1,800
28941589,42226482,0.0,0.0,2019-02-01,0.72,1,80
30314964,22641060,0.0,0.0,2019-02-01,0.72,1,85
31568673,236631469,0.0,0.0,2019-02-01,0.72,1,25
34681488,261604139,0.0,0.0,2019-02-01,0.72,1,40
35800600,73676969,0.0,2.0,2019-05-07,2.0,3,36
33802074,73676969,0.0,4.0,2019-02-01,3.24,3,56
35804587,73676969,0.0,0.0,2019-02-01,0.72,3,55
611408,2979607,365.0,0.0,2019-02-01,0.72,2,45
602250,2979607,365.0,0.0,2019-02-01,0.72,2,55
21305125,154184894,365.0,0.0,2019-02-01,0.72,2,120
21304935,154184894,365.0,0.0,2019-02-01,0.72,2,130
22517063,122283834,365.0,0.0,2019-02-01,0.72,2,50
17866018,122283834,145.0,22.0,2019-02-01,0.96,2,60
36319984,177402890,365.0,0.0,2019-02-01,0.72,1,60
36409903,273536212,365.0,0.0,2019-02-01,0.72,1,50
36427922,238163900,365.0,0.0,2019-02-01,0.72,1,50
36448215,274040642,365.0,0.0,2019-02-01,0.72,1,50
490011,2423401,272.0,0.0,2019-02-01,0.72,1,200
2782449,621971,272.0,0.0,2019-02-01,0.72,1,150
2851945,14582705,272.0,0.0,2019-02-01,0.72,1,150
4430657,22992909,272.0,0.0,2019-02-01,0.72,1,188
4720142,21466735,272.0,0.0,2019-02-01,0.72,1,65
4785563,1977947,272.0,0.0,2019-02-01,0.72,1,100
6283933,41612,272.0,0.0,2019-02-01,0.72,1,45
6834972,438545,272.0,0.0,2019-02-01,0.72,1,275
6851700,35902297,272.0,0.0,2019-02-01,0.72,1,40
7482767,39186813,272.0,0.0,2019-02-01,0.72,1,75
7744239,1641361,272.0,0.0,2019-02-01,0.72,1,200
9625926,156959,272.0,0.0,2019-02-01,0.72,2,219
15177242,156959,272.0,1.0,2016-02-10,0.03,2,90
10361885,53330133,272.0,0.0,2019-02-01,0.72,1,125
12132022,34736562,272.0,0.0,2019-02-01,0.72,1,300
20173894,87988,272.0,2.0,2019-02-01,0.09,2,120
12322150,87988,272.0,0.0,2019-02-01,0.72,2,130
5191617,3977023,261.0,1.0,2019-02-01,0.02,2,70
13661280,3977023,272.0,0.0,2019-02-01,0.72,2,75
13770587,64116761,272.0,0.0,2019-02-01,0.72,1,100
14787727,2724990,272.0,0.0,2019-02-01,0.72,1,110
16331969,15130664,272.0,0.0,2019-02-01,0.72,1,450
17316565,116854478,272.0,0.0,2019-02-01,0.72,1,250
17540291,2063421,272.0,0.0,2019-02-01,0.72,1,125
20152264,10461088,272.0,0.0,2019-02-01,0.72,1,180
21504961,102228163,272.0,0.0,2019-02-01,0.72,3,90
15800258,102228163,272.0,1.0,2018-12-05,0.07,3,90
26250476,102228163,272.0,3.0,2019-02-01,0.25,3,90
21997763,621266,272.0,0.0,2019-02-01,0.72,1,180
29780076,5845384,272.0,0.0,2019-02-01,0.72,1,215
29898560,9488139,272.0,0.0,2019-02-01,0.72,1,200
30535905,229124258,272.0,0.0,2019-02-01,0.72,1,79
31148287,23901417,272.0,0.0,2019-02-01,0.72,1,100
34415315,4617977,272.0,0.0,2019-02-01,0.72,1,157
34481124,144522384,272.0,0.0,2019-02-01,0.72,1,250
34788893,39831146,272.0,0.0,2019-02-01,0.72,1,225
36421390,3827238,272.0,0.0,2019-02-01,0.72,1,170
890794,4731046,95.0,0.0,2019-02-01,0.72,1,70
2485482,12718658,95.0,0.0,2019-02-01,0.72,1,75
3979613,20625992,95.0,0.0,2019-02-01,0.72,1,200
4033998,11818785,95.0,0.0,2019-02-01,0.72,1,200
4525589,20627511,95.0,0.0,2019-02-01,0.72,1,90
10099859,51829088,95.0,0.0,2019-02-01,0.72,1,139
10161361,2995352,95.0,0.0,2019-02-01,0.72,1,46
11497795,6067526,95.0,0.0,2019-02-01,0.72,1,50
14138066,35910781,95.0,0.0,2019-02-01,0.72,1,23
19558926,37078185,95.0,0.0,2019-02-01,0.72,1,100
23920387,15654962,95.0,0.0,2019-02-01,0.72,1,50
29926808,89902143,95.0,0.0,2019-02-01,0.72,2,100
29946074,89902143,95.0,0.0,2019-02-01,0.72,2,100
30741070,118839768,95.0,0.0,2019-02-01,0.72,1,35
34109917,257555082,95.0,0.0,2019-02-01,0.72,1,55
34416233,33229910,95.0,0.0,2019-02-01,0.72,1,120
34593686,145333094,95.0,0.0,2019-02-01,0.72,1,120
34967524,259422076,95.0,0.0,2019-02-01,0.72,1,60
35481276,153371127,95.0,0.0,2019-02-01,0.72,2,28
34146260,153371127,95.0,4.0,2019-10-06,2.73,2,27
35699567,268537798,95.0,0.0,2019-02-01,0.72,1,99
36421786,211500809,95.0,0.0,2019-02-01,0.72,1,110
11656721,46502890,162.0,0.0,2019-02-01,0.72,2,750
14629878,46502890,162.0,1.0,2019-02-01,0.03,2,60
35259405,236530772,162.0,0.0,2019-02-01,0.72,2,65
35004930,236530772,162.0,1.0,2019-07-06,0.91,2,75
35671998,261295185,162.0,0.0,2019-02-01,0.72,1,219
36127750,261953214,162.0,0.0,2019-02-01,0.72,1,280
468613,2325861,123.5,0.0,2019-02-01,0.72,1,1300
1823141,3981706,123.5,0.0,2019-02-01,0.72,1,92
1873531,9762099,123.5,0.0,2019-02-01,0.72,1,145
2045097,4119331,123.5,0.0,2019-02-01,0.72,1,100
2392051,132244,123.5,0.0,2019-02-01,0.72,1,400
2392814,12223914,123.5,0.0,2019-02-01,0.72,1,75
2519879,10149453,123.5,0.0,2019-02-01,0.72,1,110
3220725,15646137,123.5,0.0,2019-02-01,0.72,1,200
3787867,15047361,123.5,0.0,2019-02-01,0.72,1,400
3928241,14549202,123.5,0.0,2019-02-01,0.72,1,140
4028670,7877288,123.5,0.0,2019-02-01,0.72,1,120
4385360,7809712,123.5,0.0,2019-02-01,0.72,1,275
4469679,19336493,123.5,0.0,2019-02-01,0.72,1,325
4758877,24555605,123.5,0.0,2019-02-01,0.72,1,70
4831603,24872048,123.5,0.0,2019-02-01,0.72,1,225
4840841,4244200,123.5,0.0,2019-02-01,0.72,1,200
4840977,24913141,123.5,0.0,2019-02-01,0.72,1,300
6094708,31629890,123.5,0.0,2019-02-01,0.72,1,85
6132646,15078552,123.5,0.0,2019-02-01,0.72,1,75
6601606,6864230,123.5,0.0,2019-02-01,0.72,1,125
6687933,35000945,123.5,0.0,2019-02-01,0.72,1,60
7091660,37170055,123.5,0.0,2019-02-01,0.72,1,250
7331835,23851015,123.5,0.0,2019-02-01,0.72,1,130
7387862,38702813,123.5,0.0,2019-02-01,0.72,1,150
7695442,6654378,123.5,0.0,2019-02-01,0.72,1,58
7724136,40585961,123.5,0.0,2019-02-01,0.72,1,85
7801034,41060870,123.5,0.0,2019-02-01,0.72,1,160
7826411,24881130,123.5,0.0,2019-02-01,0.72,1,100
1961361,10134825,123.5,6.0,2016-02-01,0.13,4,102
8152985,10134825,123.5,5.0,2016-02-01,0.11,4,89
8286139,10134825,123.5,5.0,2015-04-11,0.11,4,89
8153240,10134825,123.5,0.0,2019-02-01,0.72,4,250
8163660,6816235,123.5,0.0,2019-02-01,0.72,1,100
8505892,11241345,123.5,0.0,2019-02-01,0.72,1,275
8829421,4087478,123.5,0.0,2019-02-01,0.72,1,699
9010782,7324559,123.5,0.0,2019-02-01,0.72,1,180
9028399,3754629,123.5,0.0,2019-02-01,0.72,1,150
9239252,47052253,123.5,0.0,2019-02-01,0.72,1,82
9330884,48427159,123.5,0.0,2019-02-01,0.72,1,200
9428356,47507350,123.5,0.0,2019-02-01,0.72,1,115
9692090,9507017,123.5,0.0,2019-02-01,0.72,1,58
9883197,50846116,123.5,0.0,2019-02-01,0.72,1,100
9884175,8936829,123.5,0.0,2019-02-01,0.72,1,150
9953443,3598016,123.5,0.0,2019-02-01,0.72,1,135
10030753,51496578,123.5,0.0,2019-02-01,0.72,1,250
10031436,51499758,123.5,0.0,2019-02-01,0.72,1,90
10115193,29923547,123.5,0.0,2019-02-01,0.72,1,125
10120414,33231070,123.5,0.0,2019-02-01,0.72,1,150
10228901,32824042,123.5,0.0,2019-02-01,0.72,1,40
10447691,183151,123.5,0.0,2019-02-01,0.72,1,47
10752737,20358661,123.5,0.0,2019-02-01,0.72,1,90
11279820,22292023,123.5,0.0,2019-02-01,0.72,1,170
11587997,40470433,123.5,0.0,2019-02-01,0.72,1,52
11639083,25141383,123.5,0.0,2019-02-01,0.72,1,89
11840057,51447330,123.5,0.0,2019-02-01,0.72,1,112
12079099,39528519,123.5,0.0,2019-02-01,0.72,28,32
16356884,39528519,123.5,0.0,2019-02-01,0.72,28,32
21627794,39528519,123.5,0.0,2019-02-01,0.72,28,33
21627938,39528519,123.5,0.0,2019-02-01,0.72,28,29
24555212,39528519,123.5,0.0,2019-02-01,0.72,28,33
24564608,39528519,123.5,0.0,2019-02-01,0.72,28,93
25497712,39528519,123.5,0.0,2019-02-01,0.72,28,94
25499011,39528519,123.5,0.0,2019-02-01,0.72,28,91
31145829,39528519,123.5,0.0,2019-02-01,0.72,28,32
31818320,39528519,123.5,0.0,2019-02-01,0.72,28,73
31818771,39528519,123.5,0.0,2019-02-01,0.72,28,73
30355292,39528519,123.5,1.0,2019-02-01,0.18,28,32
21628183,39528519,123.5,2.0,2019-03-01,0.11,28,33
21122097,39528519,123.5,4.0,2019-09-02,0.25,28,32
24565942,39528519,123.5,5.0,2019-10-04,0.76,28,32
12702755,39528519,123.5,0.0,2019-02-01,0.72,28,35
23271408,39528519,123.5,0.0,2019-02-01,0.72,28,35
24591995,39528519,123.5,0.0,2019-02-01,0.72,28,35
30355426,39528519,123.5,0.0,2019-02-01,0.72,28,35
31145928,39528519,123.5,0.0,2019-02-01,0.72,28,35
31146079,39528519,123.5,0.0,2019-02-01,0.72,28,35
27011736,39528519,123.5,1.0,2019-02-01,0.15,28,35
30355109,39528519,123.5,1.0,2019-02-01,0.16,28,35
31145654,39528519,123.5,1.0,2019-02-01,0.21,28,35
10922889,39528519,123.5,2.0,2017-01-10,0.08,28,35
21972082,39528519,123.5,3.0,2019-02-01,0.25,28,35
7749763,39528519,123.5,6.0,2019-02-01,0.25,28,35
30355793,39528519,123.5,8.0,2019-02-01,1.31,28,35
12387018,31280252,123.5,0.0,2019-02-01,0.72,1,120
12387215,14278457,123.5,0.0,2019-02-01,0.72,1,125
13424903,65942440,123.5,0.0,2019-02-01,0.72,1,50
13564911,16904031,123.5,0.0,2019-02-01,0.72,1,175
14010651,55208833,123.5,0.0,2019-02-01,0.72,1,275
14549011,90034926,123.5,0.0,2019-02-01,0.72,1,43
15298236,89388277,123.5,0.0,2019-02-01,0.72,3,118
15296957,89388277,123.5,2.0,2017-06-08,0.08,3,118
15297704,89388277,123.5,3.0,2019-02-01,0.17,3,118
15758511,903086,123.5,0.0,2019-02-01,0.72,1,99
15805327,73561233,123.5,0.0,2019-02-01,0.72,1,86
15972733,40639815,123.5,0.0,2019-02-01,0.72,1,75
16333147,33127406,123.5,0.0,2019-02-01,0.72,1,90
16426559,107670361,123.5,0.0,2019-02-01,0.72,1,125
16686651,53099839,123.5,0.0,2019-02-01,0.72,1,200
16805921,6696691,123.5,0.0,2019-02-01,0.72,1,100
16814818,111849930,123.5,0.0,2019-02-01,0.72,1,120
16897571,9670774,123.5,0.0,2019-02-01,0.72,1,110
19015421,17099762,123.5,0.0,2019-02-01,0.72,1,80
19018768,185745,123.5,0.0,2019-02-01,0.72,2,300
16229170,185745,123.5,26.0,2019-06-06,0.95,2,200
19116844,30232035,123.5,0.0,2019-02-01,0.72,1,40
19196146,133269895,123.5,0.0,2019-02-01,0.72,1,100
19544404,72539408,123.5,0.0,2019-02-01,0.72,1,125
19592057,127181576,123.5,0.0,2019-02-01,0.72,1,157
20173955,67754093,123.5,0.0,2019-02-01,0.72,1,135
20505979,6725061,123.5,0.0,2019-02-01,0.72,1,69
20900299,130785115,123.5,0.0,2019-02-01,0.72,1,140
21737535,11028650,123.5,0.0,2019-02-01,0.72,1,69
21822611,25766360,123.5,0.0,2019-02-01,0.72,1,100
21863411,4950822,123.5,0.0,2019-02-01,0.72,1,150
21942371,2546411,123.5,0.0,2019-02-01,0.72,1,78
30540323,55403309,332.0,1.0,2019-03-01,0.16,2,240
21967332,55403309,123.5,0.0,2019-02-01,0.72,2,350
21967654,81379480,123.5,0.0,2019-02-01,0.72,1,80
22064793,611408,123.5,0.0,2019-02-01,0.72,1,143
22078785,3562795,123.5,0.0,2019-02-01,0.72,1,100
22214268,93039729,123.5,0.0,2019-02-01,0.72,2,95
22213903,93039729,123.5,0.0,2019-02-01,0.72,2,225
22462752,158969505,123.5,3.0,2019-02-01,0.45,9,240
21876299,158969505,123.5,1.0,2019-02-01,0.1,9,150
27725392,158969505,123.5,2.0,2019-01-06,0.77,9,150
24372235,158969505,123.5,3.0,2019-02-01,0.24,9,150
22466002,158969505,123.5,0.0,2019-02-01,0.72,9,170
22466315,158969505,123.5,4.0,2019-07-01,0.3,9,170
22529131,158969505,123.5,2.0,2019-02-01,0.16,9,180
22465657,158969505,123.5,2.0,2019-02-01,0.16,9,220
22464295,158969505,123.5,3.0,2019-02-01,0.37,9,250
22862288,13997208,123.5,0.0,2019-02-01,0.72,1,280
23385738,170263842,123.5,0.0,2019-02-01,0.72,4,32
31498735,170263842,123.5,0.0,2019-02-01,0.72,4,71
23184420,170263842,123.5,2.0,2019-02-01,0.18,4,33
31168781,170263842,123.5,0.0,2019-02-01,0.72,4,35
23455982,4781753,123.5,0.0,2019-02-01,0.72,1,100
24561322,37580284,123.5,0.0,2019-02-01,0.72,1,85
6223929,1613244,103.0,13.0,2019-04-05,0.27,9,95
6197915,1613244,123.5,8.0,2019-10-05,0.17,9,99
313890,1613244,123.5,13.0,2019-02-01,0.34,9,99
6140695,1613244,123.5,12.0,2017-06-10,0.24,9,105
8713401,1613244,158.0,7.0,2018-08-08,0.19,9,110
11185885,1613244,332.0,10.0,2018-12-08,0.28,9,110
7224484,1613244,123.5,10.0,2018-03-10,0.23,9,110
5760510,1613244,123.5,17.0,2019-02-01,0.34,9,110
29210330,1613244,123.5,0.0,2019-02-01,0.72,9,170
29655150,304262,123.5,0.0,2019-02-01,0.72,1,165
30179231,107562106,123.5,0.0,2019-02-01,0.72,1,295
30421981,506779,123.5,0.0,2019-02-01,0.72,2,295
255957,506779,103.0,25.0,2019-02-01,0.27,2,495
30531163,218526982,123.5,0.0,2019-02-01,0.72,2,110
28992518,218526982,123.5,11.0,2019-07-07,1.2,2,175
30735480,229693987,123.5,0.0,2019-02-01,0.72,1,600
31128175,855089,123.5,0.0,2019-02-01,0.72,1,60
31340283,4382127,123.5,0.0,2019-02-01,0.72,1,9999
31284078,234111066,123.5,1.0,2019-07-01,0.16,2,90
31399985,234111066,123.5,0.0,2019-02-01,0.72,2,125
31439428,20445702,123.5,0.0,2019-02-01,0.72,1,249
31650146,1306854,123.5,0.0,2019-02-01,0.72,1,110
32496993,154465734,123.5,0.0,2019-02-01,0.72,1,500
32503167,244182582,123.5,0.0,2019-02-01,0.72,4,86
32503384,244182582,123.5,0.0,2019-02-01,0.72,4,76
32552274,244182582,123.5,0.0,2019-02-01,0.72,4,73
32696852,244182582,123.5,0.0,2019-02-01,0.72,4,74
33622308,257565053,123.5,0.0,2019-02-01,0.72,2,159
33621795,257565053,123.5,0.0,2019-02-01,0.72,2,135
33621826,257567667,123.5,0.0,2019-02-01,0.72,1,100
33621851,257569145,123.5,0.0,2019-02-01,0.72,1,219
33737434,229600367,123.5,0.0,2019-02-01,0.72,1,699
34418130,259816232,123.5,0.0,2019-02-01,0.72,2,128
34421663,259816232,123.5,0.0,2019-02-01,0.72,2,250
34447510,16212805,123.5,0.0,2019-02-01,0.72,1,130
34629692,778213,123.5,0.0,2019-02-01,0.72,1,250
34678207,25189614,123.5,0.0,2019-02-01,0.72,1,350
34981344,263563066,123.5,0.0,2019-02-01,0.72,1,100
35004123,262114182,123.5,0.0,2019-02-01,0.72,1,125
35080347,117317499,123.5,0.0,2019-02-01,0.72,1,200
35124747,118715803,123.5,0.0,2019-02-01,0.72,1,175
35156210,225608965,123.5,0.0,2019-02-01,0.72,1,109
35196872,228132014,123.5,0.0,2019-02-01,0.72,1,74
35224736,38005727,123.5,0.0,2019-02-01,0.72,1,130
35487942,1616218,123.5,0.0,2019-02-01,0.72,1,165
35575867,74819532,123.5,0.0,2019-02-01,0.72,1,250
35658458,11608565,123.5,0.0,2019-02-01,0.72,1,200
35672777,2010787,123.5,0.0,2019-02-01,0.72,1,297
35719162,1221359,123.5,0.0,2019-02-01,0.72,1,400
35756536,2351947,123.5,0.0,2019-02-01,0.72,1,280
35901703,7273116,123.5,0.0,2019-02-01,0.72,1,129
35998183,70682660,123.5,0.0,2019-02-01,0.72,1,143
36060344,269609725,123.5,0.0,2019-02-01,0.72,1,200
36067108,271321622,123.5,0.0,2019-02-01,0.72,1,120
36070717,30797242,123.5,0.0,2019-02-01,0.72,1,75
36134580,55814811,123.5,0.0,2019-02-01,0.72,1,198
36136048,270307751,123.5,0.0,2019-02-01,0.72,1,320
36172912,44995980,123.5,0.0,2019-02-01,0.72,1,179
36174744,2344295,123.5,0.0,2019-02-01,0.72,1,260
36236981,268598775,123.5,0.0,2019-02-01,0.72,1,249
36382148,273568164,123.5,0.0,2019-02-01,0.72,1,198
36383943,185936267,123.5,0.0,2019-02-01,0.72,1,200
36384487,108640056,123.5,0.0,2019-02-01,0.72,1,350
36427098,105447387,123.5,0.0,2019-02-01,0.72,1,80
13243615,17770598,158.0,0.0,2019-02-01,0.72,1,79
14654676,17938076,198.5,0.0,2019-02-01,0.72,1,200
34255438,258635350,198.5,0.0,2019-02-01,0.72,1,150
16333541,66375835,205.0,0.0,2019-02-01,0.72,1,125
18635370,91385196,205.0,0.0,2019-02-01,0.72,1,50
20235591,144200262,205.0,0.0,2019-02-01,0.72,1,119
36109691,118853924,205.0,0.0,2019-02-01,0.72,1,150
2250170,11492501,129.0,0.0,2019-02-01,0.72,1,1500
4837935,24899760,129.0,0.0,2019-02-01,0.72,1,175
4854552,24973819,129.0,0.0,2019-02-01,0.72,1,600
6914268,36166297,129.0,0.0,2019-02-01,0.72,1,45
14443766,484993,129.0,0.0,2019-02-01,0.72,1,82
16376497,81190209,129.0,0.0,2019-02-01,0.72,1,110
17941948,122922752,129.0,0.0,2019-02-01,0.72,1,55
33511856,5592151,129.0,0.0,2019-02-01,0.72,1,130
36095625,115939890,129.0,0.0,2019-02-01,0.72,1,56
36137531,14499116,129.0,0.0,2019-02-01,0.72,1,250
36270538,70343342,129.0,0.0,2019-02-01,0.72,1,99
36380964,271590063,129.0,0.0,2019-02-01,0.72,1,70
51438,236421,352.0,0.0,2019-02-01,0.72,2,130
299062,236421,352.0,0.0,2019-02-01,0.72,2,190
149287,720320,352.0,0.0,2019-02-01,0.72,1,250
200645,933378,352.0,0.0,2019-02-01,0.72,1,90
527076,2590219,352.0,0.0,2019-02-01,0.72,1,175
837256,2862643,352.0,0.0,2019-02-01,0.72,1,280
1252826,4656534,352.0,0.0,2019-02-01,0.72,1,250
1853765,416918,352.0,0.0,2019-02-01,0.72,1,550
1908986,9906590,352.0,0.0,2019-02-01,0.72,1,350
2022920,8214568,352.0,0.0,2019-02-01,0.72,1,250
2127382,10852093,352.0,0.0,2019-02-01,0.72,1,150
2164631,2090668,352.0,0.0,2019-02-01,0.72,1,99
2193027,11183488,352.0,0.0,2019-02-01,0.72,1,300
2237981,2261678,352.0,0.0,2019-02-01,0.72,1,250
2253397,11508018,352.0,0.0,2019-02-01,0.72,1,500
2254469,11512908,352.0,0.0,2019-02-01,0.72,1,400
2284454,11668649,352.0,0.0,2019-02-01,0.72,1,1600
2291943,11708656,352.0,0.0,2019-02-01,0.72,1,1000
2322189,11861244,352.0,0.0,2019-02-01,0.72,1,300
2509617,12622830,352.0,0.0,2019-02-01,0.72,1,600
2607741,13347167,352.0,0.0,2019-02-01,0.72,29,117
2636532,13347167,352.0,1.0,2019-02-01,0.03,29,142
2979097,13347167,352.0,1.0,2017-04-02,0.03,29,118
2995209,13347167,352.0,1.0,2019-02-01,0.02,29,116
5859030,13347167,352.0,2.0,2019-02-01,0.05,29,116
12985547,13347167,352.0,2.0,2019-02-01,0.15,29,142
18874640,13347167,352.0,2.0,2019-09-05,0.52,29,148
2754179,13347167,352.0,3.0,2018-04-01,0.09,29,117
2863408,13347167,352.0,3.0,2018-07-04,0.06,29,103
2987465,13347167,352.0,3.0,2019-02-01,0.06,29,118
3923128,13347167,352.0,3.0,2019-02-01,0.1,29,118
4643199,13347167,352.0,3.0,2019-02-01,0.09,29,142
5706280,13347167,352.0,3.0,2018-10-08,0.1,29,142
5756464,13347167,352.0,3.0,2019-02-01,0.11,29,118
18823971,13347167,352.0,3.0,2019-02-01,0.14,29,119
2619802,13347167,352.0,4.0,2019-02-01,0.07,29,139
2872353,13347167,352.0,4.0,2019-08-06,0.13,29,119
3663984,13347167,352.0,4.0,2019-02-02,0.08,29,118
5695055,13347167,352.0,4.0,2019-02-01,0.08,29,118
6956731,13347167,352.0,4.0,2019-02-01,0.09,29,118
7498074,13347167,352.0,4.0,2019-02-01,0.11,29,118
2620068,13347167,352.0,6.0,2019-02-01,0.11,29,117
2607583,13347167,352.0,7.0,2019-02-01,0.23,29,103
3068852,13347167,352.0,7.0,2018-02-06,0.14,29,108
3068145,13347167,352.0,12.0,2019-02-01,0.2,29,103
2817967,13347167,352.0,5.0,2019-02-01,0.09,29,105
7066414,13347167,352.0,2.0,2019-02-01,0.08,29,120
3626426,13347167,352.0,3.0,2018-10-08,0.08,29,130
2619549,13347167,352.0,1.0,2019-02-01,0.11,29,145
3105531,9306192,352.0,0.0,2019-02-01,0.72,1,750
3423516,17256091,352.0,0.0,2019-02-01,0.72,1,150
3487445,2553182,352.0,0.0,2019-02-01,0.72,1,350
3869762,8180517,352.0,0.0,2019-02-01,0.72,1,110
4232356,9368118,352.0,0.0,2019-02-01,0.72,1,150
4325284,22459182,352.0,0.0,2019-02-01,0.72,1,210
4403972,22860848,352.0,0.0,2019-02-01,0.72,1,295
