id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
55668,88209,75.0,115.0,2018-05-12,1.17,1,130
647520,3245431,302.0,29.0,2019-02-01,0.37,1,234
803778,4230317,277.0,47.0,2019-02-01,0.67,1,465
1818411,9522475,332.0,93.0,2019-03-01,1.36,2,455
22045060,9522475,332.0,26.0,2019-02-01,1.77,2,455
2201154,5081260,313.0,38.0,2019-02-01,0.6,1,208
6747685,29769754,223.0,35.0,2019-02-01,0.72,1,499
8254674,4910739,54.0,31.0,2019-01-07,1.29,1,700
16847069,62103724,336.0,51.0,2019-02-01,1.76,1,399
19376872,7107479,5.0,37.0,2019-02-01,1.5,1,191
20016493,142118455,116.0,38.0,2019-02-01,1.65,1,1795
32047248,158725307,38.0,0.0,2019-02-01,0.72,2,400
21783251,158725307,194.0,81.0,2019-02-01,4.24,2,200
22753775,168044240,70.0,42.0,2019-07-06,2.45,1,265
60164,289653,329.0,94.0,2019-02-01,0.99,1,500
164989,69439,221.0,54.0,2019-02-01,0.56,1,140
299078,787261,109.0,152.0,2019-02-01,1.69,1,250
494937,1527535,26.0,63.0,2019-07-07,0.76,1,499
591135,1523018,365.0,132.0,2019-05-06,1.75,1,125
651375,3272526,169.0,59.0,2019-02-01,0.77,1,595
951944,1408973,44.0,73.0,2019-05-07,0.94,1,235
998887,227908,11.0,33.0,2019-02-06,0.43,1,130
1070458,3968209,355.0,64.0,2019-06-05,0.87,2,100
27874671,3968209,361.0,8.0,2019-02-01,0.81,2,100
1365028,7409102,257.0,95.0,2019-02-01,1.31,1,265
1382158,7458733,269.0,77.0,2019-05-07,2.0,1,90
1403870,7576337,21.0,68.0,2019-02-01,0.95,1,200
1492286,7977178,276.0,51.0,2019-02-01,0.79,3,80
14350781,7977178,275.0,8.0,2019-01-06,0.23,3,80
12864784,7977178,304.0,18.0,2019-02-01,0.49,3,130
1630572,2935265,340.0,141.0,2019-02-01,2.0,2,194
2478825,2935265,30.0,18.0,2019-02-01,0.28,2,400
1973889,3020145,291.0,191.0,2019-02-01,2.81,1,106
7511452,2588427,156.0,51.0,2018-05-01,1.11,2,300
2371794,2588427,4.0,30.0,2019-02-01,0.48,2,150
3849226,5369757,354.0,55.0,2019-02-01,0.94,1,149
4071007,10135,304.0,71.0,2019-11-06,1.21,2,120
4048043,10135,340.0,125.0,2019-02-01,2.14,2,135
4059620,2788262,17.0,167.0,2019-02-01,3.17,1,199
4479632,20431437,129.0,159.0,2019-12-06,2.83,1,495
4660022,745486,365.0,66.0,2019-02-01,1.18,1,895
4880811,3568184,0.0,49.0,2019-02-01,0.94,1,200
5534962,1539848,40.0,58.0,2019-01-07,2.78,1,150
6121052,13525339,16.0,60.0,2019-02-01,1.18,1,195
6132230,6976808,0.0,36.0,2017-08-09,0.71,1,150
7004408,21641864,275.0,61.0,2019-07-06,1.27,1,190
8071687,36481078,247.0,74.0,2019-05-07,1.6,1,350
14838808,43599290,89.0,26.0,2019-02-01,0.76,2,129
8268849,43599290,276.0,107.0,2019-02-01,2.69,2,199
8444227,44457589,9.0,152.0,2019-04-06,3.34,2,95
29777077,44457589,17.0,3.0,2019-02-01,0.41,2,200
8535434,19100918,320.0,88.0,2019-02-01,1.91,1,125
8609130,2520559,55.0,89.0,2019-02-06,1.94,1,150
8838957,10595200,55.0,31.0,2019-02-01,0.71,1,165
8943358,2695451,28.0,228.0,2019-05-07,5.11,2,82
25424961,2695451,0.0,3.0,2019-02-01,0.25,2,55
9445593,48949937,57.0,117.0,2019-02-01,2.88,1,310
9461803,2611503,322.0,49.0,2019-06-06,1.44,1,225
9607855,46222477,0.0,61.0,2019-02-01,1.4,1,145
10072022,31281230,177.0,29.0,2019-02-01,1.31,1,315
13495558,7539044,333.0,22.0,2019-02-01,0.66,2,360
11535506,7539044,38.0,53.0,2019-08-04,1.42,2,190
11909308,4392739,99.0,69.0,2019-08-06,1.73,1,290
11920660,62316222,347.0,51.0,2019-06-06,1.29,1,595
11933676,63702305,330.0,72.0,2019-01-07,1.8,1,500
13017016,69841552,4.0,40.0,2019-02-01,1.05,1,150
13309763,75098888,0.0,41.0,2019-02-01,1.16,1,450
13486730,3714721,116.0,102.0,2019-01-07,2.97,2,101
18838643,3714721,116.0,60.0,2019-02-01,2.37,2,76
14827512,9390190,82.0,51.0,2019-01-07,1.48,4,100
14823526,9390190,89.0,9.0,2019-02-01,0.35,4,120
14827418,9390190,89.0,24.0,2019-02-01,0.71,4,120
14827265,9390190,89.0,25.0,2019-01-07,0.75,4,120
15218342,49645950,30.0,136.0,2019-06-07,4.09,2,189
9591852,49645950,3.0,12.0,2019-02-01,0.28,2,450
15260962,26830685,262.0,32.0,2019-02-01,1.04,1,850
15355243,1862880,0.0,44.0,2019-02-01,1.34,1,245
16899058,112780904,173.0,61.0,2019-01-07,2.04,1,459
17136721,41965551,20.0,131.0,2019-02-01,4.56,1,80
18306444,114548258,214.0,83.0,2019-02-01,3.19,2,215
31575039,114548258,124.0,2.0,2019-01-07,2.0,2,205
18840735,130815919,32.0,109.0,2019-01-07,4.29,1,205
20433673,102863031,336.0,32.0,2019-02-01,1.39,1,80
21539105,104450469,0.0,2.0,2018-11-06,0.11,2,80
21056487,104450469,129.0,35.0,2019-07-02,1.62,2,99
21095257,21480920,151.0,79.0,2019-06-07,3.88,1,225
21638538,130201799,69.0,31.0,2019-02-01,1.54,1,169
21915201,159903889,306.0,42.0,2019-02-01,2.13,1,400
22354307,163458740,187.0,94.0,2019-01-07,5.18,1,190
28230753,6542295,3.0,6.0,2019-02-01,0.63,2,100
23388053,6542295,37.0,71.0,2019-02-01,4.39,2,110
23996716,44352618,8.0,37.0,2019-02-01,2.51,1,200
24210296,97015202,8.0,61.0,2019-02-01,4.11,1,150
24772896,187301833,37.0,34.0,2019-02-01,2.48,1,210
25548071,36579046,11.0,75.0,2019-02-01,5.8,1,115
25925504,192951036,151.0,38.0,2019-06-07,2.98,10,129
25927829,192951036,156.0,35.0,2019-02-01,2.75,10,119
25928236,192951036,120.0,42.0,2019-06-07,3.32,10,119
26037255,192951036,247.0,40.0,2019-01-07,3.09,10,209
26064299,192951036,245.0,29.0,2019-09-05,2.28,10,129
33636725,192951036,133.0,3.0,2019-01-07,1.5,10,289
33619915,192951036,23.0,7.0,2019-11-06,2.44,10,119
30689529,192951036,338.0,9.0,2019-09-06,1.73,10,240
26000298,192951036,300.0,11.0,2019-02-01,0.91,10,393
36107133,192951036,226.0,0.0,2019-02-01,0.72,10,99
27765541,209642447,267.0,38.0,2019-01-07,4.49,1,350
28426648,214416012,90.0,36.0,2019-01-07,3.88,1,800
28820641,130562125,284.0,32.0,2019-01-07,3.42,1,350
29059214,10407935,34.0,45.0,2019-02-01,4.93,8,89
25374851,10407935,3.0,62.0,2019-02-01,4.64,8,89
27165702,10407935,2.0,54.0,2019-01-07,4.82,8,89
36108975,10407935,71.0,0.0,2019-02-01,0.72,8,89
36109290,10407935,72.0,0.0,2019-02-01,0.72,8,89
36109452,10407935,72.0,0.0,2019-02-01,0.72,8,89
35082713,10407935,70.0,6.0,2019-02-01,4.74,8,89
25017403,10407935,34.0,15.0,2019-02-01,1.12,8,89
29083751,26860800,1.0,31.0,2019-12-06,3.39,1,115
30999038,231515893,294.0,35.0,2019-02-07,5.36,1,183
236788,4166168,67.0,40.0,2019-02-01,0.5,1,350
932277,2902266,311.0,35.0,2015-05-01,0.45,1,125
956412,588270,279.0,236.0,2019-02-01,3.08,2,189
5320983,588270,235.0,177.0,2019-09-06,3.33,2,189
4070025,21110000,309.0,150.0,2019-05-07,2.57,1,250
5445314,21838149,10.0,54.0,2019-02-01,1.03,1,160
6764316,362418,111.0,181.0,2019-05-07,3.67,1,125
7204443,37723496,166.0,152.0,2019-02-01,3.16,2,125
15018397,37723496,164.0,98.0,2019-02-01,2.88,2,125
15772447,90025899,62.0,146.0,2019-02-01,4.52,1,105
5370580,12621774,354.0,69.0,2019-01-07,1.32,1,36
8615012,44620317,362.0,34.0,2019-02-01,0.76,4,37
8761292,44620317,351.0,39.0,2019-01-07,0.87,4,40
22115009,44620317,347.0,8.0,2019-02-01,0.53,4,45
9577006,44620317,280.0,33.0,2019-02-01,0.75,4,55
9979094,51278789,110.0,55.0,2019-02-01,1.43,2,36
11481639,51278789,146.0,34.0,2019-11-05,0.87,2,40
10142499,38260715,135.0,74.0,2019-02-01,1.73,1,37
13073701,35660592,336.0,37.0,2019-02-07,1.01,6,119
27878456,35660592,354.0,10.0,2019-11-06,0.98,6,77
12365836,35660592,256.0,27.0,2019-02-01,0.78,6,169
6812061,35660592,79.0,92.0,2019-02-01,1.87,6,65
14148550,35660592,320.0,83.0,2019-02-07,2.32,6,79
27542342,35660592,340.0,5.0,2019-10-06,0.46,6,149
13082957,5261297,57.0,45.0,2018-07-08,1.27,1,52
13997894,83616984,284.0,60.0,2019-02-01,1.65,1,85
15041647,69117812,347.0,105.0,2019-03-07,3.07,1,60
15436800,67619393,48.0,30.0,2019-02-01,0.98,1,37
15844840,98697139,59.0,43.0,2019-08-06,1.37,2,40
17990894,98697139,95.0,22.0,2019-11-05,0.86,2,40
17478780,118400082,242.0,51.0,2019-02-01,1.9,1,149
20819116,149292557,140.0,166.0,2019-07-07,7.5,2,69
28941710,149292557,137.0,52.0,2019-06-07,5.63,2,69
21081485,29597567,64.0,127.0,2019-02-01,6.05,1,49
23644347,176679165,75.0,78.0,2019-02-01,4.82,2,35
23631725,176679165,69.0,78.0,2019-02-01,4.81,2,40
25341465,190096034,155.0,63.0,2019-07-07,5.12,3,60
28069265,190096034,66.0,74.0,2019-07-07,7.21,3,60
25344034,190096034,333.0,29.0,2019-08-06,2.57,3,65
30891733,230584533,329.0,64.0,2019-04-07,9.5,1,99
9668,32294,355.0,242.0,2019-01-06,2.04,3,50
9783,32294,359.0,273.0,2019-01-07,2.37,3,50
22918,32294,219.0,11.0,2019-03-01,0.87,3,60
9704,32045,255.0,88.0,2019-02-01,1.42,1,52
12343,47727,309.0,97.0,2019-02-01,0.84,1,150
19159,73051,209.0,54.0,2019-02-01,0.49,1,110
25696,107628,346.0,170.0,2019-02-01,1.61,1,100
27644,119510,318.0,195.0,2019-01-07,2.03,1,170
29455,126607,213.0,155.0,2019-02-01,1.42,3,120
60948,126607,192.0,135.0,2019-02-01,1.3,3,140
44506,126607,231.0,80.0,2019-02-01,0.75,3,165
54544,256161,247.0,104.0,2019-02-01,1.0,5,121
56859,256161,245.0,192.0,2019-03-06,1.84,5,64
60666,256161,253.0,189.0,2019-11-06,1.82,5,92
128975,256161,271.0,116.0,2019-02-01,1.18,5,122
152259,256161,333.0,119.0,2019-02-01,1.22,5,55
57874,276291,232.0,222.0,2019-02-01,2.1,2,155
6452188,276291,247.0,116.0,2019-02-01,2.36,2,155
58059,277379,258.0,458.0,2019-03-07,4.58,2,60
476983,277379,238.0,439.0,2019-05-07,5.12,2,85
66718,136227,189.0,187.0,2019-02-01,1.87,1,135
68305,338454,318.0,64.0,2018-06-07,0.68,1,85
74404,391325,78.0,31.0,2019-02-01,0.31,1,250
106363,551055,247.0,380.0,2019-02-01,3.83,2,60
2213680,551055,114.0,2.0,2019-02-01,0.05,2,65
115535,567187,283.0,35.0,2019-01-06,0.35,1,65
115678,127772,220.0,320.0,2019-02-01,3.23,1,99
10880196,617990,0.0,4.0,2017-07-02,0.1,2,89
123784,617990,301.0,142.0,2019-02-01,1.44,2,110
147586,709334,264.0,74.0,2019-02-01,0.76,2,295
18091600,709334,296.0,14.0,2019-02-01,0.55,2,250
152263,732535,258.0,203.0,2019-06-07,2.14,3,300
382523,732535,359.0,10.0,2019-02-01,0.12,3,160
382524,732535,348.0,14.0,2019-04-04,0.16,3,180
154934,745069,365.0,38.0,2018-08-05,0.42,3,75
310325,745069,301.0,33.0,2019-10-06,0.39,3,75
310338,745069,322.0,30.0,2019-01-01,0.35,3,75
161996,1856604,247.0,227.0,2019-02-01,2.33,1,295
163809,781647,234.0,42.0,2019-03-06,0.44,2,198
172870,781647,247.0,43.0,2018-03-01,0.47,2,89
169002,805344,59.0,41.0,2019-02-01,0.43,2,65
25683408,805344,68.0,3.0,2019-06-07,3.0,2,65
173072,826192,248.0,168.0,2019-06-07,4.6,1,49
181972,872121,12.0,111.0,2019-02-06,1.17,1,199
197753,964482,188.0,295.0,2019-12-06,3.9,2,68
1041996,964482,197.0,18.0,2019-02-01,3.05,2,45
10888320,971075,58.0,62.0,2019-02-01,1.51,2,109
199195,971075,38.0,50.0,2019-02-01,0.65,2,75
219922,1139574,84.0,33.0,2019-02-01,0.38,1,100
220351,921500,260.0,99.0,2019-02-01,1.04,1,55
224006,1165231,83.0,6.0,2015-02-01,0.08,2,300
224004,1165231,86.0,59.0,2019-02-01,0.63,2,69
234184,902054,153.0,89.0,2019-02-01,0.94,1,325
253623,1332108,0.0,72.0,2019-02-01,0.77,1,81
258740,1360043,0.0,143.0,2019-02-01,2.83,1,58
268392,1406773,41.0,35.0,2019-02-01,0.42,1,130
274062,1433395,50.0,54.0,2019-02-01,0.88,1,99
276482,305972,97.0,130.0,2019-02-06,1.42,2,85
264323,305972,144.0,171.0,2019-02-01,1.84,2,85
281851,1469036,304.0,107.0,2019-02-01,2.38,1,130
286838,1492339,0.0,101.0,2019-02-01,1.1,1,75
301034,1550578,260.0,44.0,2019-02-01,0.49,1,140
336220,1711529,217.0,202.0,2019-02-01,2.29,1,125
342995,1740216,144.0,77.0,2019-01-07,0.88,2,75
1049224,1740216,84.0,31.0,2018-04-01,0.43,2,190
343971,10609846,365.0,56.0,2019-02-01,0.64,1,89
11069190,390251,88.0,2.0,2019-02-01,0.14,4,95
12788962,390251,15.0,5.0,2019-08-04,0.36,4,105
387377,390251,15.0,70.0,2019-03-06,0.8,4,165
363320,390251,10.0,6.0,2019-02-01,0.09,4,175
449130,2229582,18.0,95.0,2019-02-01,1.09,1,94
13842204,2265770,0.0,1.0,2019-02-01,0.1,3,123
455801,2265770,0.0,109.0,2019-02-01,1.25,3,65
895386,2265770,29.0,86.0,2019-02-01,1.13,3,170
456526,2270183,47.0,36.0,2019-02-01,1.76,1,75
501082,2471671,302.0,185.0,2019-07-06,2.15,1,79
518960,2155832,150.0,266.0,2019-04-07,3.17,1,90
530431,2605064,338.0,194.0,2019-04-07,2.42,1,220
540057,2653648,91.0,102.0,2019-02-01,1.19,2,185
17333015,2653648,133.0,1.0,2019-02-01,0.07,2,75
613528,2518984,193.0,54.0,2019-01-07,0.74,2,80
552639,2518984,174.0,33.0,2019-02-01,0.51,2,220
15913986,2270624,0.0,13.0,2019-02-01,0.42,2,203
573612,2270624,335.0,132.0,2019-02-01,1.56,2,79
590903,1345769,343.0,46.0,2019-05-05,0.6,1,75
644833,195137,318.0,108.0,2019-03-06,1.44,2,433
4440020,195137,332.0,38.0,2019-03-06,0.75,2,229
646147,352230,44.0,39.0,2016-08-12,0.47,1,145
683821,3447309,13.0,66.0,2019-02-01,0.8,2,55
23744530,3447309,7.0,1.0,2018-09-12,0.14,2,89
728493,1601416,0.0,67.0,2019-01-01,0.87,1,70
728498,3779334,365.0,135.0,2019-02-01,1.67,1,80
732624,3813161,287.0,327.0,2019-02-01,4.01,1,65
775280,4089511,48.0,97.0,2019-02-01,1.25,2,280
23519107,4089511,105.0,2.0,2019-02-01,0.17,2,165
786685,4147380,265.0,50.0,2019-02-01,0.72,1,225
793951,4182834,0.0,52.0,2019-02-01,0.66,1,78
798429,4204890,237.0,186.0,2019-02-01,2.32,1,115
802498,512878,178.0,190.0,2019-02-01,3.7,2,85
539160,512878,17.0,47.0,2019-02-01,0.58,2,170
11788559,4284154,229.0,6.0,2019-02-01,0.17,2,450
815465,4284154,184.0,205.0,2019-11-06,3.19,2,135
818481,4299040,117.0,67.0,2019-02-01,0.88,4,60
818518,4299040,114.0,48.0,2019-02-01,0.61,4,60
819228,4299040,211.0,33.0,2019-02-01,0.46,4,60
819893,4299040,133.0,36.0,2019-02-01,0.54,4,60
823631,4324286,186.0,29.0,2019-02-01,0.4,2,65
823618,4324286,119.0,41.0,2019-02-01,0.52,2,80
854521,4463092,310.0,45.0,2019-04-07,0.64,2,62
1696050,4463092,18.0,64.0,2019-02-01,1.02,2,71
855919,4473860,135.0,64.0,2019-01-07,1.37,1,125
865355,4543792,312.0,35.0,2019-02-01,0.48,1,90
866890,4555996,361.0,68.0,2019-05-07,0.88,2,65
29313398,4555996,4.0,0.0,2019-02-01,0.72,2,150
891117,4734398,339.0,594.0,2019-02-01,7.57,3,49
903947,4734398,342.0,597.0,2019-02-01,7.72,3,49
903972,4734398,293.0,607.0,2019-02-01,7.75,3,49
939657,5076827,194.0,81.0,2019-02-01,1.05,2,140
22435019,5076827,235.0,29.0,2019-02-01,1.79,2,180
971158,5286584,350.0,53.0,2019-02-01,0.7,1,100
980561,15742,47.0,37.0,2018-08-09,0.48,1,88
983625,4548229,253.0,190.0,2019-04-06,2.63,4,135
1549413,4548229,340.0,177.0,2019-06-06,2.49,4,135
14529806,4548229,337.0,84.0,2019-02-01,2.43,4,149
14628080,4548229,220.0,86.0,2019-03-06,2.51,4,149
993040,5454862,6.0,185.0,2019-02-01,2.46,1,97
1005763,450050,83.0,45.0,2015-05-08,0.6,1,99
1044502,5749899,278.0,128.0,2019-02-01,1.76,1,195
1072212,5897760,211.0,145.0,2019-09-06,1.97,1,50
1096511,364499,72.0,233.0,2019-02-01,3.12,1,85
1112407,6105036,314.0,37.0,2019-02-01,0.49,3,158
26837834,6105036,283.0,20.0,2019-03-07,1.82,3,90
32309292,6105036,113.0,14.0,2019-02-01,2.98,3,145
1127140,6158233,285.0,61.0,2019-02-01,0.81,1,47
1130138,1124797,15.0,82.0,2019-02-01,1.09,1,110
1180296,3274316,301.0,85.0,2019-02-01,1.15,1,125
1252565,6824711,242.0,66.0,2019-02-01,0.91,1,58
1258651,6854750,286.0,66.0,2019-02-01,1.62,1,300
1263964,6881792,252.0,206.0,2019-02-01,2.89,1,95
1306749,5230482,132.0,64.0,2019-02-07,0.91,1,145
1342515,7281500,233.0,86.0,2019-02-01,1.83,1,61
1348118,7309232,258.0,141.0,2019-02-01,2.0,3,185
35546843,7309232,302.0,1.0,2019-01-07,1.0,3,300
1347204,7309232,248.0,123.0,2019-02-07,1.73,3,190
1349237,7320160,129.0,146.0,2019-02-01,2.01,1,85
1438870,7728790,64.0,40.0,2019-02-01,0.86,1,65
1440363,7735666,47.0,232.0,2019-02-01,3.22,1,125
15289766,7850260,88.0,2.0,2019-02-01,0.17,3,550
2818471,7850260,209.0,197.0,2019-01-07,3.19,3,150
1465446,7850260,248.0,152.0,2019-04-07,4.54,3,175
16157387,7858210,180.0,3.0,2019-02-01,0.1,4,400
9121896,7858210,180.0,66.0,2019-02-01,1.51,4,50
1467392,7858210,167.0,125.0,2019-02-01,1.77,4,60
6800576,7858210,180.0,105.0,2019-02-01,2.12,4,65
1497024,8000315,270.0,271.0,2019-02-01,3.85,2,100
5641857,8000315,250.0,243.0,2019-02-01,4.65,2,100
1578103,245881,24.0,30.0,2019-02-01,2.61,1,99
1586773,8455776,170.0,123.0,2019-02-01,1.74,2,155
15930602,8455776,97.0,23.0,2019-02-01,0.73,2,60
1617443,2240143,157.0,38.0,2019-02-01,0.56,1,85
1619695,8616291,110.0,152.0,2019-02-01,2.14,2,69
14452731,8616291,0.0,80.0,2019-02-01,2.26,2,69
1633420,8677477,309.0,73.0,2019-02-01,1.08,1,80
1688914,8925763,314.0,128.0,2019-02-01,1.82,2,110
2786015,8925763,331.0,101.0,2019-09-03,1.61,2,110
1700471,8289663,340.0,101.0,2019-10-06,1.44,1,60
1716640,9051298,0.0,31.0,2016-11-04,0.49,2,75
2657689,9051298,0.0,0.0,2019-02-01,0.72,2,100
1771965,9306716,233.0,74.0,2019-02-01,1.08,1,200
1781786,9352452,152.0,50.0,2019-07-05,0.74,1,150
1791105,8535372,301.0,57.0,2019-02-01,0.91,1,60
30636732,9501531,359.0,14.0,2019-04-07,1.98,3,55
1813829,9501531,358.0,93.0,2019-02-07,1.34,3,60
1919766,9501531,336.0,245.0,2019-07-07,3.6,3,60
1855846,9685977,260.0,29.0,2019-02-01,0.43,1,150
1914231,9709235,258.0,322.0,2019-01-07,4.71,1,140
2263265,9989761,13.0,133.0,2019-04-06,2.23,2,81
1928961,9989761,312.0,229.0,2019-02-01,3.36,2,45
1937226,8826175,165.0,177.0,2019-11-06,2.62,3,174
6180121,8826175,52.0,132.0,2019-02-01,2.61,3,56
2473861,8826175,38.0,157.0,2019-02-01,2.46,3,175
1945115,10061009,74.0,57.0,2019-05-07,2.67,1,90
1988823,10256663,171.0,136.0,2019-02-07,2.0,1,175
2028677,9852787,125.0,57.0,2019-02-01,0.89,1,115
2033846,667627,11.0,72.0,2019-02-01,1.1,1,95
2055303,10526058,0.0,58.0,2017-01-01,0.97,1,145
2111336,10764579,17.0,66.0,2019-02-01,1.12,1,55
2119216,10806025,258.0,353.0,2019-02-01,5.26,1,80
2127713,8384058,170.0,37.0,2018-12-12,0.59,1,98
2141667,10929872,7.0,138.0,2019-05-06,2.23,1,93
2170035,11070320,0.0,82.0,2019-02-01,1.29,1,90
2183423,5414067,301.0,142.0,2019-02-01,2.27,2,165
986727,5414067,177.0,281.0,2019-02-01,3.68,2,165
17137626,11167829,63.0,72.0,2019-02-01,2.54,3,54
2189742,11167829,52.0,79.0,2019-09-06,1.22,3,49
21397049,11167829,0.0,3.0,2019-02-01,0.14,3,50
2334411,11280333,35.0,82.0,2019-02-01,1.38,1,85
2407196,5905011,312.0,182.0,2019-02-01,2.85,1,98
2473611,12649246,276.0,173.0,2019-02-01,2.71,1,92
2538248,9743617,279.0,124.0,2019-02-01,1.93,2,124
4025329,9743617,260.0,91.0,2019-02-01,1.63,2,129
2563440,8785876,64.0,86.0,2019-10-06,1.36,1,68
2563611,1163315,42.0,298.0,2019-02-01,4.67,1,104
2586484,6970030,66.0,51.0,2019-02-01,1.27,1,85
2631224,6243156,247.0,228.0,2019-06-07,4.27,1,70
2700596,13792543,341.0,100.0,2019-02-01,1.6,3,85
2700296,13792543,307.0,81.0,2019-01-07,1.28,3,99
10086307,13792543,281.0,76.0,2019-02-01,1.78,3,110
2744185,2739598,324.0,89.0,2019-02-01,1.41,1,175
2778250,4417252,129.0,31.0,2019-02-01,0.61,1,68
2858010,14611970,317.0,104.0,2019-02-01,1.65,1,111
2958412,15099550,252.0,77.0,2019-01-07,1.25,1,290
2979714,15198359,278.0,95.0,2019-02-01,1.56,1,80
3018422,8656650,182.0,37.0,2018-09-12,0.6,1,110
9837205,16209547,365.0,9.0,2019-09-04,0.23,2,120
3198365,16209547,339.0,142.0,2019-02-01,2.39,2,175
3201696,13789963,273.0,141.0,2019-05-07,2.34,1,345
3235070,14337132,0.0,31.0,2019-02-01,0.54,1,150
3247291,16425715,227.0,134.0,2019-03-07,4.36,1,80
3303382,16683574,262.0,115.0,2019-02-01,1.9,2,145
31400403,16683574,357.0,0.0,2019-02-01,0.72,2,145
3403034,17161465,245.0,36.0,2019-02-01,0.61,1,95
3450210,17389236,47.0,107.0,2019-02-01,1.8,1,215
3458525,17430718,211.0,64.0,2019-02-01,1.05,2,115
22231811,17430718,75.0,21.0,2019-10-06,1.13,2,135
3512428,17616305,58.0,127.0,2019-06-07,2.15,1,90
3530122,228012,257.0,76.0,2019-06-07,1.28,1,135
3533777,17791467,132.0,249.0,2019-02-01,4.12,2,69
16960859,17791467,0.0,70.0,2018-01-08,2.38,2,69
16148691,3912009,0.0,4.0,2018-03-06,0.13,2,210
3543227,3912009,0.0,160.0,2019-01-07,2.78,2,95
3550879,17874864,365.0,31.0,2016-01-11,0.53,1,200
3613839,17450462,290.0,45.0,2019-09-06,0.92,1,65
3780113,5785240,245.0,80.0,2019-02-01,1.37,1,120
3790746,1317384,153.0,154.0,2019-02-01,2.72,2,72
8957187,1317384,177.0,92.0,2019-12-06,2.08,2,73
3808323,265278,87.0,164.0,2019-02-01,2.85,1,68
5757333,1632428,365.0,4.0,2019-02-01,0.08,2,350
3924820,1632428,361.0,75.0,2019-02-01,1.31,2,99
3953585,7580038,292.0,33.0,2019-04-06,0.57,3,39
3139749,7580038,363.0,3.0,2019-02-01,0.05,3,500
2022728,7580038,155.0,26.0,2019-02-01,0.42,3,39
3968434,1100494,330.0,46.0,2019-02-01,0.79,3,50
35684442,1100494,338.0,0.0,2019-02-01,0.72,3,50
24731641,1100494,324.0,4.0,2019-01-06,0.35,3,80
3979628,2766755,234.0,171.0,2019-02-01,2.93,2,88
14488817,2766755,362.0,0.0,2019-02-01,0.72,2,399
15468038,21105084,0.0,23.0,2019-02-01,0.81,2,65
4069341,21105084,0.0,34.0,2019-02-01,0.58,2,145
4081800,4835582,300.0,185.0,2019-02-01,3.76,1,130
4135876,21455957,157.0,86.0,2019-02-01,1.48,2,70
4661662,21455957,243.0,122.0,2019-02-01,2.19,2,70
4136252,14952623,0.0,82.0,2018-01-02,1.53,1,90
4148088,11950557,192.0,232.0,2019-02-01,4.01,1,135
4183989,919218,359.0,34.0,2019-02-01,1.0,1,86
4260964,16212001,46.0,82.0,2019-02-01,1.53,1,150
4261214,22022473,215.0,82.0,2019-05-06,1.43,1,149
4276532,9854191,270.0,38.0,2019-09-06,0.72,1,1000
4276762,2807798,7.0,64.0,2019-07-07,1.32,2,310
9227929,2807798,73.0,162.0,2019-05-07,4.46,2,201
4431674,21841949,0.0,36.0,2018-06-11,0.78,2,150
4436944,21841949,292.0,21.0,2019-10-06,0.54,2,150
4454122,1390414,50.0,84.0,2019-02-01,1.51,1,115
4469650,23189353,204.0,143.0,2019-02-01,2.56,1,300
4483672,17065184,6.0,211.0,2019-05-07,3.72,1,71
4659285,23334165,303.0,81.0,2019-09-06,1.48,3,450
5432089,23334165,290.0,28.0,2019-01-06,0.59,3,825
4498927,23334165,288.0,91.0,2019-02-01,1.65,3,300
4517117,16480700,83.0,146.0,2019-10-06,2.59,7,97
10460113,16480700,55.0,80.0,2019-02-01,2.29,7,87
26199962,16480700,352.0,37.0,2019-07-06,3.04,7,249
31501009,16480700,342.0,8.0,2019-02-01,1.36,7,299
31517652,16480700,351.0,15.0,2019-02-01,3.36,7,77
31521732,16480700,60.0,1.0,2019-02-01,0.26,7,79
31722467,16480700,249.0,0.0,2019-02-01,0.72,7,250
4598265,23834677,238.0,242.0,2019-02-01,4.4,2,155
22514608,23834677,238.0,111.0,2019-06-07,6.08,2,105
4615631,22350590,6.0,57.0,2019-10-06,1.03,1,85
4632542,6762751,157.0,92.0,2019-02-01,1.64,1,107
4640515,23355801,45.0,40.0,2019-02-01,2.88,1,65
4666584,24144577,258.0,41.0,2019-12-05,0.79,1,275
4681219,24208781,129.0,68.0,2019-02-01,1.31,1,70
4715740,13976132,4.0,133.0,2019-02-01,2.39,1,120
4720086,24382598,266.0,142.0,2019-01-07,2.55,1,125
4742842,7111318,9.0,111.0,2019-02-01,3.15,1,100
4792342,6328283,193.0,49.0,2019-02-01,0.9,1,105
4929917,25003560,188.0,31.0,2018-03-09,0.57,1,125
13957499,8253604,165.0,147.0,2019-07-07,4.24,2,88
4950357,8253604,162.0,203.0,2019-02-01,3.89,2,89
21709727,271527,178.0,4.0,2019-02-01,0.22,2,850
4978241,271527,316.0,52.0,2019-02-01,1.0,2,170
4983264,25688822,117.0,70.0,2019-02-01,1.38,1,95
5046894,6454648,357.0,29.0,2019-12-06,0.62,1,80
5082455,2908101,7.0,29.0,2018-05-11,0.55,1,175
5144689,26597048,66.0,126.0,2019-05-07,3.91,2,117
34907479,26597048,5.0,7.0,2019-05-07,6.0,2,106
5152230,26640253,323.0,61.0,2019-02-01,1.16,1,65
5162580,23719409,0.0,205.0,2019-02-01,3.86,4,45
